"Timestamp","Latency (ms)"
"2023-08-23T12:49:26.927665","1000"
"2023-08-23T12:49:28.209266","1000"
"2023-08-23T12:49:29.453324","1000"
"2023-08-23T12:49:30.677807","1000"
"2023-08-23T12:49:31.909441","1000"
"2023-08-23T12:49:33.170046","1000"
"2023-08-23T12:49:34.388394","1000"
"2023-08-23T12:49:35.626581","1000"
"2023-08-23T12:49:36.869472","1001"
"2023-08-23T12:49:38.098209","1000"
"2023-08-23T12:49:39.333554","1000"
"2023-08-23T12:49:40.607581","1000"
"2023-08-23T12:49:41.836291","1000"
"2023-08-23T12:49:43.068770","1000"
"2023-08-23T12:49:44.297322","1000"
"2023-08-23T12:49:45.589882","1000"
"2023-08-23T12:49:46.802171","999"
"2023-08-23T12:49:48.043991","1000"
"2023-08-23T12:49:49.276393","1000"
"2023-08-23T12:49:50.541628","1000"
"2023-08-23T12:49:51.761127","1000"
"2023-08-23T12:49:52.981701","1000"
"2023-08-23T12:49:54.222572","1003"
"2023-08-23T12:49:55.460422","1000"
"2023-08-23T12:49:56.703202","1000"
"2023-08-23T12:49:57.944298","1000"
"2023-08-23T12:49:59.180350","1001"
"2023-08-23T12:50:00.404593","1000"
"2023-08-23T12:50:01.657158","1000"
"2023-08-23T12:50:02.866935","1000"
"2023-08-23T12:50:04.125057","1001"
"2023-08-23T12:50:05.449405","1000"
"2023-08-23T12:50:06.668983","1001"
"2023-08-23T12:50:07.884917","1001"
"2023-08-23T12:50:09.129852","1002"
"2023-08-23T12:50:10.347690","1000"
"2023-08-23T12:50:11.566981","1000"
"2023-08-23T12:50:12.812618","1000"
"2023-08-23T12:50:14.031339","1000"
"2023-08-23T12:50:15.267192","1001"
"2023-08-23T12:50:16.533400","1001"
"2023-08-23T12:50:17.918167","1000"
"2023-08-23T12:50:19.149588","1000"
"2023-08-23T12:50:20.364049","1000"
"2023-08-23T12:50:21.570032","1001"
"2023-08-23T12:50:22.820674","1000"
"2023-08-23T12:50:24.044582","1000"
"2023-08-23T12:50:25.280166","1000"
"2023-08-23T12:50:26.514222","1000"
"2023-08-23T12:50:27.761728","1000"
"2023-08-23T12:50:28.979050","1000"
"2023-08-23T12:50:30.271820","1001"
"2023-08-23T12:50:31.495146","1001"
"2023-08-23T12:50:32.707645","1000"
"2023-08-23T12:50:33.938508","1000"
"2023-08-23T12:50:35.194232","1001"
"2023-08-23T12:50:36.469788","1000"
"2023-08-23T12:50:37.700430","1000"
"2023-08-23T12:50:38.945132","1000"
"2023-08-23T12:50:40.173863","1001"
"2023-08-23T12:50:41.382782","1000"
"2023-08-23T12:50:42.642759","1000"
"2023-08-23T12:50:43.885219","1000"
"2023-08-23T12:50:45.098422","1001"
"2023-08-23T12:50:46.337754","1000"
"2023-08-23T12:50:47.656256","1000"
"2023-08-23T12:50:48.944082","1000"
"2023-08-23T12:50:50.172979","1000"
"2023-08-23T12:50:51.423098","1001"
"2023-08-23T12:50:52.648627","1000"
"2023-08-23T12:50:53.894611","1000"
"2023-08-23T12:50:55.143215","1000"
"2023-08-23T12:50:56.407201","1000"
"2023-08-23T12:50:57.629768","1001"
"2023-08-23T12:50:58.841685","1000"
"2023-08-23T12:51:00.074450","1000"
"2023-08-23T12:51:01.304614","1001"
"2023-08-23T12:51:02.512357","1000"
"2023-08-23T12:51:03.735903","1000"
"2023-08-23T12:51:04.971990","1000"
"2023-08-23T12:51:06.189752","1000"
"2023-08-23T12:51:07.433809","1000"
"2023-08-23T12:51:08.661270","1000"
"2023-08-23T12:51:09.898194","1000"
"2023-08-23T12:51:11.154789","1000"
"2023-08-23T12:51:12.386481","1000"
"2023-08-23T12:51:13.607226","1000"
"2023-08-23T12:51:14.857598","1000"
"2023-08-23T12:51:16.102354","1000"
"2023-08-23T12:51:17.309126","1000"
"2023-08-23T12:51:18.528668","1000"
"2023-08-23T12:51:19.773796","1000"
"2023-08-23T12:51:21.030981","1000"
"2023-08-23T12:51:22.242449","1000"
"2023-08-23T12:51:23.444842","1000"
"2023-08-23T12:51:24.640042","1001"
"2023-08-23T12:51:25.912685","1001"
"2023-08-23T12:51:27.156458","1000"
"2023-08-23T12:51:28.395177","1000"
"2023-08-23T12:51:29.612218","1000"
"2023-08-23T12:51:30.843656","1001"
"2023-08-23T12:51:32.065333","1000"
"2023-08-23T12:51:33.290621","1000"
"2023-08-23T12:51:34.523066","1000"
"2023-08-23T12:51:35.749392","1001"
"2023-08-23T12:51:36.947366","1000"
"2023-08-23T12:51:38.185610","1000"
"2023-08-23T12:51:39.425640","1001"
"2023-08-23T12:51:40.632104","1000"
"2023-08-23T12:51:41.816710","1000"
"2023-08-23T12:51:43.014999","1000"
"2023-08-23T12:51:44.216363","1001"
"2023-08-23T12:51:45.416480","1000"
"2023-08-23T12:51:46.652689","1002"
"2023-08-23T12:51:47.936402","1000"
"2023-08-23T12:51:49.144293","1000"
"2023-08-23T12:51:50.375947","1001"
"2023-08-23T12:57:51.595640","181001"
"2023-08-23T12:57:52.783344","1000"
"2023-08-23T12:57:53.975361","1000"
"2023-08-23T12:57:55.161825","1001"
"2023-08-23T12:57:56.368953","1000"
"2023-08-23T12:57:57.539973","1000"
"2023-08-23T12:57:58.740627","1001"
"2023-08-23T12:57:59.963722","1001"
"2023-08-23T12:58:01.153411","1000"
"2023-08-23T12:58:02.351865","1000"
"2023-08-23T12:58:03.549071","1000"
"2023-08-23T12:58:04.748840","1000"
"2023-08-23T12:58:05.956056","1000"
"2023-08-23T12:58:07.157225","1000"
"2023-08-23T12:58:08.345636","1000"
"2023-08-23T12:58:09.530376","1000"
"2023-08-23T12:58:10.771757","1000"
"2023-08-23T12:58:11.969832","1000"
"2023-08-23T12:58:13.169550","1000"
"2023-08-23T12:58:14.387501","1000"
"2023-08-23T12:58:15.585082","1000"
"2023-08-23T12:58:16.761370","1000"
"2023-08-23T12:58:17.976735","1000"
"2023-08-23T12:58:19.169150","1001"
"2023-08-23T12:58:20.371171","1001"
"2023-08-23T12:58:21.595974","1001"
"2023-08-23T12:58:22.781938","1000"
"2023-08-23T12:58:23.964267","1000"
"2023-08-23T12:58:25.169101","1000"
"2023-08-23T12:58:26.365901","1001"
"2023-08-23T12:58:27.536061","1000"
"2023-08-23T12:58:28.717838","1000"
"2023-08-23T12:58:29.920618","1001"
"2023-08-23T12:58:31.120334","1000"
"2023-08-23T12:58:32.315163","1001"
"2023-08-23T12:58:33.502866","1000"
"2023-08-23T12:58:34.705163","1000"
"2023-08-23T12:58:35.898747","1000"
"2023-08-23T12:58:37.097228","1001"
"2023-08-23T12:58:38.334543","1000"
"2023-08-23T12:58:39.538908","1000"
"2023-08-23T12:58:40.735542","1000"
"2023-08-23T12:58:41.960131","1000"
"2023-08-23T12:58:43.199014","1000"
"2023-08-23T12:58:44.443272","1000"
"2023-08-23T12:58:45.667545","1000"
"2023-08-23T12:58:46.895492","1002"
"2023-08-23T12:58:48.148338","1001"
